id,tiempo,atrasado
3218,19.471,0
3219,27.062,1
3220,25.646,1
3221,10.12,0
3222,26.803,1
3223,17.636,0
3224,16.124,0
3225,20.481,0
3226,13.232,0
3227,22.02,0
3228,17.157,0
3229,11.22,0
3230,26.526,1
3231,15.601,0
3232,15.072,0
3233,8.567,0
3234,17.167,0
3235,22.626,0
3236,13.463,0
3237,13.151,0
3238,31.898,1
3239,26.305,1
3240,15.47,0
3241,8.605,0
3242,18.39,0
3243,22.33,0
3244,23.609,0
3245,13.645,0
3246,24.045,1
3247,16.306,0
3248,17.922,0
3249,22.02,0
3250,16.482,0
3251,15.134,0
3252,20.766,0
3253,18.748,0
3254,16.033,0
3255,27.62,1
3256,21.043,0
3257,22.041,0
3258,16.608,0
3259,20.005,0
3260,26.556,1
3261,28.575,1
3262,14.236,0
3263,12.786,0
3264,20.422,0
3265,13.224,0
3266,17.673,0
3267,13.776,0
3268,15.967,0
3269,16.172,0
3270,19.449,0
3271,34.955,1
3272,22.155,0
3273,27.971,1
3274,22.883,0
3275,12.681,0
3276,18.917,0
3277,25.984,1
3278,17.971,0
3279,17.146,0
3280,23.496,0
3281,11.853,0
3282,9.298,0
3283,24.181,1
3284,11.423,0
3285,33.239,1
3286,17.502,0
3287,20.554,0
3288,10.314,0
3289,25.298,1
3290,22.728,0
3291,26.196,1
3292,19.201,0
3293,17.568,0
3294,14.996,0
3295,15.321,0
3296,19.899,0
3297,25.8,1
3298,14.175,0
3299,34.707,1
3300,25.235,1
3301,14.186,0
3302,20.444,0
3303,14.036,0
3304,21.733,0
3305,28.288,1
3306,30.447,1
3307,14.889,0
3308,26.976,1
3309,25.623,1
3310,10.248,0
3311,14.601,0
3312,13.086,0
3313,19.953,0
3314,14.84,0
3315,26.607,1
3316,11.838,0
3317,19.647,0
3318,22.26,0
3319,17.784,0
3320,18.96,0
3321,26.198,1
3322,24.342,1
3323,27.34,1
3324,22.433,0
3325,18.946,0
3326,13.039,0
3327,31.068,1
3328,20.559,0
3329,25.834,1
3330,33.118,1
3331,18.102,0
3332,17.488,0
3333,13.833,0
3334,28.39,1
3335,34.464,1
3336,19.647,0
3337,11.817,0
3338,17.008,0
3339,26.702,1
3340,17.625,0
3341,11.529,0
3342,15.573,0
3343,14.2,0
3344,12.317,0
3345,19.942,0
3346,26.785,1
3347,22.512,0
3348,16.768,0
3349,25.758,1
3350,20.373,0
3351,21.716,0
3352,20.074,0
3353,12.26,0
3354,11.19,0
3355,23.04,0
3356,10.271,0
3357,25.724,1
3358,13.202,0
3359,17.527,0
3360,25.632,1
3361,19.278,0
3362,24.225,1
3363,12.574,0
3364,8.415,0
3365,19.535,0
3366,14.851,0
3367,21.469,0
3368,24.008,1
3369,26.981,1
3370,22.991,0
3371,26.49,1
3372,22.26,0
3373,21.475,0
3374,23.755,0
3375,14.497,0
3376,20.968,0
3377,28.727,1
3378,27.319,1
3379,22.232,0
3380,11.0,0
3381,21.909,0
3382,22.92,0
3383,14.173,0
3384,15.05,0
3385,19.85,0
3386,13.087,0
3387,13.347,0
3388,22.604,0
3389,13.812,0
3390,25.1,1
3391,15.83,0
3392,23.861,0
3393,21.819,0
3394,9.004,0
3395,12.551,0
3396,16.56,0
3397,20.13,0
3398,13.893,0
3399,19.649,0
3400,15.576,0
3401,36.184,1
3402,9.926,0
3403,19.65,0
3404,18.099,0
3405,26.248,1
3406,20.151,0
3407,29.524,1
3408,13.522,0
3409,19.726,0
3410,17.316,0
3411,20.706,0
3412,25.945,1
3413,21.636,0
3414,16.634,0
3415,24.697,1
3416,17.526,0
3417,15.553,0
3418,24.486,1
3419,23.543,0
3420,19.501,0
3421,14.134,0
3422,29.182,1
3423,18.743,0
3424,24.74,1
3425,5.765,0
3426,18.085,0
3427,18.94,0
3428,16.638,0
3429,21.267,0
3430,25.447,1
3431,18.197,0
3432,31.73,1
3433,13.686,0
3434,14.119,0
3435,20.876,0
3436,32.174,1
3437,21.659,0
3438,21.285,0
3439,20.302,0
3440,19.587,0
3441,15.899,0
3442,10.565,0
3443,14.278,0
3444,26.438,1
3445,13.701,0
3446,31.56,1
3447,23.721,0
3448,16.007,0
3449,19.744,0
3450,26.201,1
3451,15.329,0
3452,27.345,1
3453,15.426,0
3454,22.436,0
3455,25.582,1
3456,25.036,1
3457,12.739,0
3458,24.013,1
3459,19.257,0
3460,12.192,0
3461,15.502,0
3462,17.503,0
3463,22.769,0
3464,17.965,0
3465,19.508,0
3466,18.774,0
3467,17.568,0
3468,13.363,0
3469,15.503,0
3470,12.187,0
3471,33.417,1
3472,18.169,0
3473,20.978,0
3474,21.161,0
3475,14.773,0
3476,17.799,0
3477,19.676,0
3478,13.337,0
3479,31.086,1
3480,25.372,1
3481,17.278,0
3482,11.339,0
3483,14.869,0
3484,23.472,0
3485,18.566,0
3486,23.541,0
3487,21.085,0
3488,21.61,0
3489,34.728,1
3490,15.365,0
3491,19.508,0
3492,19.422,0
3493,16.254,0
3494,18.884,0
3495,13.475,0
3496,14.316,0
3497,18.683,0
3498,24.561,1
3499,23.367,0
3500,29.947,1
3501,22.916,0
3502,16.114,0
3503,26.593,1
3504,28.433,1
3505,20.663,0
3506,15.586,0
3507,14.269,0
3508,18.019,0
3509,13.015,0
3510,13.97,0
3511,39.849,1
3512,13.838,0
3513,14.817,0
3514,14.046,0
3515,13.324,0
3516,25.747,1
3517,24.213,1
3518,15.264,0
3519,19.181,0
3520,19.45,0
3521,18.159,0
3522,20.432,0
3523,19.129,0
3524,15.402,0
3525,16.198,0
3526,26.266,1
3527,23.242,0
3528,20.631,0
3529,25.813,1
3530,18.4,0
3531,21.339,0
3532,14.773,0
3533,23.295,0
3534,25.077,1
3535,14.449,0
3536,14.167,0
3537,18.925,0
3538,23.696,0
3539,16.488,0
3540,14.428,0
3541,17.757,0
3542,23.728,0
3543,22.089,0
3544,14.271,0
3545,22.205,0
3546,13.585,0
3547,16.107,0
3548,25.363,1
3549,16.722,0
3550,12.294,0
3551,19.37,0
3552,13.771,0
3553,22.342,0
3554,21.613,0
3555,30.409,1
3556,19.572,0
3557,16.323,0
3558,19.396,0
3559,15.735,0
3560,15.222,0
3561,34.732,1
3562,14.624,0
3563,21.98,0
3564,14.802,0
3565,38.263,1
3566,23.089,0
3567,24.636,1
3568,33.151,1
3569,18.968,0
3570,7.085,0
3571,14.102,0
3572,31.133,1
3573,21.703,0
3574,14.812,0
3575,21.703,0
3576,17.772,0
3577,31.436,1
3578,18.278,0
3579,31.106,1
3580,12.546,0
3581,20.448,0
3582,16.287,0
3583,21.719,0
3584,16.893,0
3585,13.572,0
3586,26.171,1
3587,22.493,0
3588,17.76,0
3589,16.656,0
3590,19.494,0
3591,18.593,0
3592,31.911,1
3593,34.42,1
3594,23.24,0
3595,16.922,0
3596,20.634,0
3597,23.217,0
3598,19.825,0
3599,11.662,0
3600,22.518,0
3601,25.211,1
3602,16.375,0
3603,17.613,0
3604,12.147,0
3605,24.862,1
3606,13.037,0
3607,25.452,1
3608,17.045,0
3609,32.412,1
3610,16.559,0
3611,26.018,1
3612,26.214,1
3613,16.363,0
3614,26.469,1
3615,25.651,1
3616,16.356,0
3617,15.245,0
3618,15.682,0
3619,18.649,0
3620,24.711,1
3621,37.621,1
3622,19.622,0
3623,13.772,0
3624,10.343,0
3625,30.898,1
3626,12.242,0
3627,20.019,0
3628,21.065,0
3629,12.983,0
3630,18.498,0
3631,19.774,0
3632,19.001,0
3633,21.906,0
3634,16.862,0
3635,22.799,0
3636,18.518,0
3637,33.094,1
3638,18.546,0
3639,23.511,0
3640,12.941,0
3641,27.716,1
3642,19.957,0
3643,28.981,1
3644,28.46,1
3645,33.306,1
3646,19.296,0
3647,19.21,0
3648,18.043,0
3649,18.87,0
3650,10.855,0
3651,18.035,0
3652,12.525,0
3653,27.077,1
3654,14.716,0
3655,18.892,0
3656,27.522,1
3657,13.129,0
3658,36.764,1
3659,36.64,1
3660,22.334,0
3661,17.01,0
3662,17.885,0
3663,22.609,0
3664,22.693,0
3665,10.844,0
3666,24.126,1
3667,17.2,0
3668,22.343,0
3669,24.287,1
3670,12.982,0
3671,22.885,0
3672,21.907,0
3673,17.669,0
3674,30.255,1
3675,19.532,0
3676,15.879,0
3677,31.055,1
3678,11.182,0
3679,18.979,0
3680,12.799,0
3681,10.763,0
3682,12.554,0
3683,13.565,0
3684,10.782,0
3685,21.699,0
3686,20.697,0
3687,12.841,0
3688,19.108,0
3689,15.053,0
3690,20.436,0
3691,16.945,0
3692,15.256,0
3693,17.311,0
3694,22.646,0
3695,22.886,0
3696,14.571,0
3697,19.503,0
3698,14.341,0
3699,32.877,1
3700,13.43,0
3701,16.854,0
3702,11.085,0
3703,29.853,1
3704,13.246,0
3705,31.069,1
3706,18.819,0
3707,12.142,0
3708,19.513,0
3709,24.219,1
3710,20.571,0
3711,28.409,1
3712,19.444,0
3713,12.346,0
3714,23.125,0
3715,17.312,0
3716,23.112,0
3717,13.021,0
3718,32.959,1
3719,12.28,0
3720,18.933,0
3721,21.555,0
3722,13.676,0
3723,34.889,1
3724,15.657,0
3725,19.385,0
3726,23.089,0
3727,17.279,0
3728,20.385,0
3729,13.418,0
3730,25.853,1
3731,23.022,0
3732,21.747,0
3733,19.498,0
3734,15.108,0
3735,28.167,1
3736,22.35,0
3737,24.974,1
3738,18.732,0
3739,29.098,1
3740,29.463,1
3741,12.795,0
3742,20.463,0
3743,20.344,0
3744,26.142,1
3745,19.02,0
3746,16.706,0
3747,26.648,1
3748,16.323,0
3749,12.653,0
3750,19.431,0
3751,27.631,1
3752,24.753,1
3753,32.762,1
3754,20.512,0
3755,21.63,0
3756,19.491,0
3757,21.186,0
3758,15.859,0
3759,10.171,0
3760,13.984,0
3761,24.337,1
3762,11.301,0
3763,15.817,0
3764,17.16,0
3765,23.469,0
3766,16.272,0
3767,33.079,1
3768,12.492,0
3769,19.308,0
3770,22.781,0
3771,13.748,0
3772,13.201,0
3773,21.216,0
3774,14.113,0
3775,21.204,0
3776,12.626,0
3777,18.401,0
3778,19.106,0
3779,17.147,0
3780,24.292,1
3781,26.577,1
3782,13.584,0
3783,19.457,0
3784,18.498,0
3785,27.581,1
3786,21.445,0
3787,28.724,1
3788,16.316,0
3789,26.324,1
3790,26.464,1
3791,20.436,0
3792,23.324,0
3793,18.431,0
3794,12.394,0
3795,15.885,0
3796,20.146,0
3797,19.562,0
3798,19.921,0
3799,8.945,0
3800,21.455,0
3801,22.853,0
3802,22.872,0
3803,32.379,1
3804,26.54,1
3805,9.494,0
3806,12.031,0
3807,16.098,0
3808,14.973,0
3809,22.434,0
3810,21.157,0
3811,16.198,0
3812,13.704,0
3813,9.736,0
3814,18.68,0
3815,12.359,0
3816,23.387,0
3817,28.85,1
3818,16.512,0
3819,13.26,0
3820,19.393,0
3821,18.839,0
3822,14.906,0
3823,12.734,0
3824,18.115,0
3825,30.498,1
3826,24.08,1
3827,15.157,0
3828,23.747,0
3829,17.838,0
3830,16.667,0
3831,16.869,0
3832,27.171,1
3833,11.611,0
3834,22.785,0
3835,15.29,0
3836,13.438,0
3837,19.959,0
3838,22.377,0
3839,25.928,1
3840,29.566,1
3841,18.2,0
3842,19.285,0
3843,16.006,0
3844,11.63,0
3845,22.416,0
3846,23.564,0
3847,15.146,0
3848,9.529,0
3849,27.29,1
3850,28.559,1
3851,30.247,1
3852,22.243,0
3853,14.182,0
3854,22.248,0
3855,22.22,0
3856,29.379,1
3857,12.898,0
3858,17.504,0
3859,16.053,0
3860,12.54,0
3861,28.132,1
3862,18.334,0
3863,15.519,0
3864,28.074,1
3865,17.822,0
3866,25.209,1
3867,15.128,0
3868,14.38,0
3869,24.065,1
3870,14.23,0
3871,12.414,0
3872,14.764,0
3873,20.536,0
3874,22.784,0
3875,20.0,0
3876,18.325,0
3877,19.399,0
3878,15.061,0
3879,23.664,0
3880,14.827,0
3881,19.574,0
3882,15.621,0
3883,18.426,0
3884,27.678,1
3885,26.824,1
3886,22.675,0
3887,30.996,1
3888,8.375,0
3889,30.031,1
3890,14.226,0
3891,12.212,0
3892,20.152,0
3893,21.084,0
3894,14.824,0
3895,22.774,0
3896,22.927,0
3897,26.938,1
3898,16.036,0
3899,22.776,0
3900,16.303,0
3901,15.702,0
3902,13.293,0
3903,24.88,1
3904,18.94,0
3905,17.888,0
3906,22.793,0
3907,21.522,0
3908,16.644,0
3909,16.647,0
3910,12.605,0
3911,23.864,0
3912,13.532,0
3913,20.701,0
3914,14.182,0
3915,18.518,0
3916,15.721,0
3917,14.127,0
3918,17.377,0
3919,18.318,0
3920,22.375,0
3921,15.656,0
3922,25.276,1
3923,20.037,0
3924,17.611,0
3925,14.762,0
3926,29.73,1
3927,9.808,0
3928,10.967,0
3929,20.396,0
3930,14.857,0
3931,25.453,1
3932,15.123,0
3933,22.964,0
3934,12.216,0
3935,13.369,0
3936,14.342,0
3937,17.579,0
3938,21.57,0
3939,11.133,0
3940,13.76,0
3941,11.67,0
3942,24.613,1
3943,20.178,0
3944,16.655,0
3945,12.695,0
3946,10.85,0
3947,25.553,1
3948,14.908,0
3949,18.101,0
3950,20.652,0
3951,27.366,1
3952,20.787,0
3953,10.04,0
3954,19.314,0
3955,16.995,0
3956,16.768,0
3957,21.107,0
3958,17.288,0
3959,15.964,0
3960,32.866,1
3961,22.27,0
3962,28.362,1
3963,11.022,0
3964,28.136,1
3965,10.899,0
3966,14.53,0
3967,18.576,0
3968,16.572,0
3969,14.135,0
3970,23.378,0
3971,28.004,1
3972,17.574,0
3973,9.935,0
3974,9.928,0
3975,21.926,0
3976,19.547,0
3977,12.518,0
3978,25.436,1
3979,33.736,1
3980,15.753,0
3981,22.798,0
3982,12.718,0
3983,16.876,0
3984,21.22,0
3985,21.068,0
3986,16.359,0
3987,24.422,1
3988,22.084,0
3989,20.984,0
3990,17.252,0
3991,22.926,0
3992,13.226,0
3993,19.206,0
3994,18.672,0
3995,11.491,0
3996,23.08,0
3997,24.141,1
3998,20.065,0
3999,26.309,1
4000,12.106,0
4001,21.913,0
4002,22.698,0
4003,17.284,0
4004,25.87,1
4005,15.726,0
4006,29.182,1
4007,24.801,1
4008,32.237,1
4009,22.498,0
4010,26.201,1
4011,32.174,1
4012,13.073,0
4013,29.194,1
4014,8.55,0
4015,20.204,0
4016,13.081,0
4017,13.29,0
4018,17.251,0
4019,16.563,0
4020,10.353,0
4021,21.009,0
4022,13.486,0
4023,13.675,0
4024,21.569,0
4025,17.616,0
4026,15.336,0
4027,30.591,1
4028,21.431,0
4029,15.828,0
4030,15.545,0
4031,19.859,0
4032,24.396,1
4033,27.795,1
4034,16.984,0
4035,21.985,0
4036,38.327,1
4037,10.947,0
4038,26.52,1
4039,26.926,1
4040,16.154,0
4041,9.875,0
4042,22.741,0
4043,20.671,0
4044,16.144,0
4045,29.269,1
4046,19.495,0
4047,25.138,1
4048,15.152,0
4049,17.898,0
4050,12.768,0
4051,18.186,0
4052,23.08,0
4053,11.544,0
4054,23.136,0
4055,16.965,0
4056,13.032,0
4057,19.224,0
4058,27.241,1
4059,19.216,0
4060,20.116,0
4061,18.156,0
4062,20.434,0
4063,15.98,0
4064,23.712,0
4065,22.475,0
4066,24.785,1
4067,28.202,1
4068,20.16,0
4069,25.751,1
4070,35.912,1
4071,30.532,1
4072,27.135,1
4073,26.329,1
4074,17.478,0
4075,20.439,0
4076,21.337,0
4077,17.853,0
4078,26.515,1
4079,15.048,0
4080,15.986,0
4081,18.526,0
4082,27.415,1
4083,13.671,0
4084,27.638,1
4085,15.212,0
4086,16.394,0
4087,24.838,1
4088,18.43,0
4089,10.903,0
4090,17.132,0
4091,20.692,0
4092,13.503,0
4093,18.816,0
4094,18.851,0
4095,15.654,0
4096,14.907,0
4097,10.129,0
4098,20.321,0
4099,22.123,0
4100,15.697,0
4101,25.693,1
4102,18.145,0
4103,22.474,0
4104,16.584,0
4105,12.1,0
4106,21.462,0
4107,8.014,0
4108,23.613,0
4109,13.044,0
4110,10.343,0
4111,25.41,1
4112,15.932,0
4113,21.506,0
4114,17.746,0
4115,20.515,0
4116,21.73,0
4117,20.867,0
4118,20.55,0
4119,17.2,0
4120,39.709,1
4121,17.044,0
4122,7.345,0
4123,8.945,0
4124,19.819,0
4125,18.455,0
4126,14.106,0
4127,15.665,0
4128,24.946,1
4129,16.281,0
4130,19.791,0
4131,22.981,0
4132,34.987,1
4133,14.075,0
4134,30.434,1
4135,29.612,1
4136,25.571,1
4137,14.22,0
4138,18.2,0
4139,26.021,1
4140,30.202,1
4141,16.58,0
4142,14.467,0
4143,20.503,0
4144,16.705,0
4145,15.373,0
4146,19.017,0
4147,25.908,1
4148,20.285,0
4149,18.394,0
4150,14.703,0
4151,25.06,1
4152,26.234,1
4153,30.89,1
4154,21.955,0
4155,13.805,0
4156,18.375,0
4157,17.106,0
4158,20.548,0
4159,13.773,0
4160,14.059,0
4161,29.296,1
4162,18.063,0
4163,18.586,0
4164,20.832,0
4165,24.484,1
4166,14.69,0
4167,28.212,1
4168,16.315,0
4169,21.575,0
4170,15.759,0
4171,13.212,0
4172,31.794,1
4173,11.194,0
4174,17.61,0
4175,23.764,0
4176,6.637,0
4177,24.939,1
4178,17.501,0
4179,13.141,0
4180,16.431,0
4181,15.253,0
4182,11.798,0
4183,10.331,0
4184,17.733,0
4185,12.505,0
4186,13.429,0
4187,16.195,0
4188,24.109,1
4189,11.436,0
4190,15.999,0
4191,25.428,1
4192,30.614,1
4193,13.555,0
4194,12.672,0
4195,21.358,0
4196,11.02,0
4197,9.217,0
4198,33.027,1
4199,28.674,1
4200,23.527,0
4201,12.801,0
4202,26.659,1
4203,22.068,0
4204,25.813,1
4205,19.586,0
4206,22.167,0
4207,15.25,0
4208,14.092,0
4209,18.38,0
4210,31.85,1
4211,10.301,0
4212,20.608,0
4213,25.201,1
4214,20.393,0
4215,25.819,1
4216,17.014,0
4217,9.361,0
4218,17.249,0
4219,15.966,0
4220,26.15,1
4221,23.052,0
4222,19.488,0
4223,25.649,1
4224,17.013,0
4225,35.081,1
4226,21.495,0
4227,10.935,0
4228,22.972,0
4229,19.421,0
4230,16.285,0
4231,11.255,0
4232,16.809,0
4233,26.986,1
4234,21.326,0
4235,20.481,0
4236,23.066,0
4237,28.186,1
4238,17.777,0
4239,19.469,0
4240,23.417,0
4241,13.524,0
4242,26.106,1
4243,22.097,0
4244,16.378,0
4245,12.78,0
4246,23.69,0
4247,19.094,0
4248,15.507,0
4249,35.03,1
4250,13.011,0
4251,13.229,0
4252,35.153,1
4253,13.419,0
4254,21.085,0
4255,15.717,0
4256,14.224,0
4257,14.516,0
4258,13.811,0
4259,21.271,0
4260,27.053,1
4261,14.337,0
4262,21.74,0
4263,12.827,0
4264,26.359,1
4265,11.843,0
4266,20.244,0
4267,31.284,1
4268,17.96,0
4269,28.116,1
4270,24.24,1
4271,14.257,0
4272,20.876,0
4273,9.62,0
4274,9.986,0
4275,14.576,0
4276,15.738,0
4277,8.744,0
4278,22.018,0
4279,14.418,0
4280,26.712,1
4281,18.203,0
4282,21.99,0
4283,18.263,0
4284,39.842,1
4285,13.083,0
4286,13.458,0
4287,11.571,0
4288,19.933,0
4289,25.057,1
4290,15.699,0
4291,15.435,0
4292,14.785,0
4293,15.088,0
4294,14.125,0
4295,14.804,0
4296,20.054,0
4297,17.153,0
4298,14.231,0
4299,17.011,0
4300,22.053,0
4301,23.772,0
4302,18.828,0
4303,17.73,0
4304,28.295,1
4305,11.07,0
4306,41.036,1
4307,30.387,1
4308,29.931,1
4309,19.465,0
4310,17.84,0
4311,18.903,0
4312,15.007,0
4313,13.604,0
4314,14.059,0
4315,16.088,0
4316,15.831,0
4317,28.279,1
4318,33.066,1
4319,14.915,0
4320,12.495,0
4321,19.658,0
4322,17.818,0
4323,17.19,0
4324,16.408,0
4325,15.496,0
4326,21.214,0
4327,10.137,0
4328,29.391,1
4329,15.788,0
4330,12.917,0
4331,27.166,1
4332,9.843,0
4333,11.425,0
4334,22.996,0
4335,14.985,0
4336,21.178,0
4337,23.315,0
4338,20.804,0
4339,23.119,0
4340,18.642,0
4341,25.752,1
4342,38.477,1
4343,29.061,1
4344,24.687,1
4345,20.586,0
4346,13.94,0
4347,21.813,0
4348,14.198,0
4349,31.375,1
4350,19.655,0
4351,15.357,0
4352,15.134,0
4353,32.923,1
4354,25.776,1
4355,16.876,0
4356,18.501,0
4357,22.332,0
4358,16.439,0
4359,11.471,0
4360,20.665,0
4361,21.198,0
4362,13.85,0
4363,22.505,0
4364,16.533,0
4365,31.972,1
4366,13.297,0
4367,17.389,0
4368,12.955,0
4369,23.634,0
4370,18.74,0
4371,15.567,0
4372,16.618,0
4373,22.382,0
4374,14.751,0
4375,20.451,0
4376,18.761,0
4377,22.526,0
4378,21.013,0
4379,16.725,0
4380,27.107,1
4381,17.463,0
4382,39.58,1
4383,19.632,0
4384,15.144,0
4385,15.211,0
4386,18.236,0
4387,19.671,0
4388,27.678,1
4389,12.254,0
4390,19.184,0
4391,14.094,0
4392,16.902,0
4393,19.68,0
4394,31.665,1
4395,20.862,0
4396,10.368,0
4397,22.279,0
4398,23.231,0
4399,34.716,1
4400,24.036,1
4401,18.46,0
4402,19.915,0
4403,14.763,0
4404,24.225,1
4405,18.325,0
4406,17.419,0
4407,10.202,0
4408,36.538,1
4409,19.601,0
4410,31.159,1
4411,26.705,1
4412,18.085,0
4413,16.329,0
4414,16.234,0
4415,15.161,0
4416,18.93,0
4417,32.818,1
4418,29.09,1
4419,18.754,0
4420,19.874,0
4421,29.871,1
4422,22.306,0
4423,22.812,0
4424,14.22,0
4425,25.175,1
4426,29.193,1
4427,16.34,0
4428,19.218,0
4429,20.738,0
4430,20.019,0
4431,31.617,1
4432,26.339,1
4433,25.77,1
4434,11.434,0
4435,32.026,1
4436,18.022,0
4437,17.512,0
4438,22.785,0
4439,18.775,0
4440,20.514,0
4441,20.061,0
4442,16.88,0
4443,34.731,1
4444,21.123,0
4445,19.148,0
4446,25.09,1
4447,15.768,0
4448,23.858,0
4449,20.287,0
4450,19.565,0
4451,14.05,0
4452,25.624,1
4453,19.067,0
4454,13.11,0
4455,20.893,0
4456,18.651,0
4457,14.756,0
4458,13.755,0
4459,16.836,0
4460,42.838,1
4461,12.792,0
4462,15.025,0
4463,18.635,0
4464,24.724,1
4465,21.466,0
4466,19.245,0
4467,17.453,0
4468,15.983,0
4469,21.482,0
4470,23.834,0
4471,9.148,0
4472,27.653,1
4473,16.794,0
4474,18.017,0
4475,19.727,0
4476,24.24,1
4477,7.735,0
4478,14.154,0
4479,16.77,0
4480,20.287,0
4481,19.318,0
4482,31.124,1
4483,18.686,0
4484,24.338,1
4485,18.057,0
4486,24.418,1
4487,22.135,0
4488,11.771,0
4489,26.084,1
4490,24.156,1
4491,13.916,0
4492,15.012,0
4493,18.927,0
4494,12.662,0
4495,24.278,1
4496,18.544,0
4497,22.391,0
4498,12.697,0
4499,26.473,1
4500,26.628,1
4501,13.398,0
4502,22.314,0
4503,14.342,0
4504,19.847,0
4505,15.268,0
4506,13.837,0
4507,18.137,0
4508,8.578,0
4509,20.279,0
4510,22.828,0
4511,17.507,0
4512,21.401,0
4513,13.912,0
4514,20.131,0
4515,23.686,0
4516,10.737,0
4517,29.594,1
4518,13.894,0
4519,13.721,0
4520,28.3,1
4521,23.656,0
4522,16.378,0
4523,8.367,0
4524,15.555,0
4525,19.76,0
4526,26.534,1
4527,21.036,0
4528,28.206,1
4529,18.157,0
4530,24.308,1
4531,18.065,0
4532,16.67,0
4533,33.522,1
4534,19.27,0
4535,16.142,0
4536,21.049,0
4537,17.961,0
4538,31.143,1
4539,13.427,0
4540,23.146,0
4541,19.824,0
4542,24.797,1
4543,22.442,0
4544,23.58,0
4545,20.308,0
4546,20.196,0
4547,22.571,0
4548,22.456,0
4549,16.362,0
4550,13.554,0
4551,28.88,1
4552,20.634,0
4553,14.732,0
4554,13.015,0
4555,19.541,0
4556,12.591,0
4557,15.918,0
4558,13.041,0
4559,14.077,0
4560,11.083,0
4561,31.732,1
4562,11.022,0
4563,27.745,1
4564,17.37,0
4565,14.348,0
4566,17.754,0
4567,32.186,1
4568,16.804,0
4569,23.646,0
4570,10.466,0
4571,14.627,0
4572,9.839,0
4573,16.663,0
4574,33.514,1
4575,17.846,0
4576,23.924,0
4577,18.236,0
4578,35.064,1
4579,20.943,0
4580,27.732,1
4581,14.347,0
4582,24.27,1
4583,22.555,0
4584,25.399,1
4585,19.668,0
4586,30.57,1
4587,21.205,0
4588,27.247,1
4589,21.431,0
4590,21.185,0
4591,19.89,0
4592,16.031,0
4593,12.502,0
4594,19.092,0
4595,17.576,0
4596,24.937,1
4597,20.411,0
4598,17.192,0
4599,23.142,0
4600,13.146,0
4601,20.863,0
4602,27.604,1
4603,18.058,0
4604,20.261,0
4605,27.994,1
4606,30.314,1
4607,22.558,0
4608,18.044,0
4609,11.362,0
4610,18.326,0
4611,19.956,0
4612,25.566,1
4613,13.1,0
4614,12.231,0
4615,14.856,0
4616,21.306,0
4617,26.891,1
4618,11.674,0
4619,17.721,0
4620,23.107,0
4621,23.095,0
4622,20.024,0
4623,13.519,0
4624,17.723,0
4625,24.217,1
4626,26.632,1
4627,14.924,0
4628,19.199,0
4629,9.599,0
4630,40.371,1
4631,25.375,1
4632,14.499,0
4633,13.362,0
4634,13.388,0
4635,14.464,0
4636,24.352,1
4637,23.548,0
4638,23.543,0
4639,17.119,0
4640,17.517,0
4641,16.491,0
4642,29.072,1
4643,15.291,0
4644,33.416,1
4645,13.891,0
4646,19.655,0
4647,16.382,0
4648,29.577,1
4649,21.696,0
4650,14.206,0
4651,18.384,0
4652,26.21,1
4653,20.206,0
4654,25.782,1
4655,21.942,0
4656,13.203,0
4657,23.859,0
4658,13.669,0
4659,12.64,0
4660,11.255,0
4661,18.062,0
4662,14.476,0
4663,39.283,1
4664,24.37,1
4665,15.941,0
4666,20.031,0
4667,21.21,0
4668,10.815,0
4669,16.021,0
4670,44.143,1
4671,17.14,0
4672,31.262,1
4673,16.311,0
4674,19.247,0
4675,19.231,0
4676,15.902,0
4677,9.714,0
4678,17.447,0
4679,5.889,0
4680,20.477,0
4681,18.664,0
4682,22.718,0
4683,14.551,0
4684,20.731,0
4685,22.814,0
4686,16.226,0
4687,33.037,1
4688,22.673,0
4689,12.401,0
4690,24.609,1
4691,24.735,1
4692,25.283,1
4693,15.415,0
4694,18.503,0
4695,15.757,0
4696,14.813,0
4697,22.583,0
4698,29.97,1
4699,10.568,0
4700,50.351,1
4701,19.466,0
4702,17.685,0
4703,27.879,1
4704,9.796,0
4705,20.655,0
4706,12.785,0
4707,16.726,0
4708,8.727,0
4709,19.051,0
4710,21.824,0
4711,27.674,1
4712,22.107,0
4713,12.388,0
4714,29.171,1
4715,18.323,0
4716,18.67,0
4717,8.595,0
4718,20.83,0
4719,15.516,0
4720,11.328,0
4721,14.917,0
4722,18.081,0
4723,23.065,0
4724,19.596,0
4725,19.665,0
4726,30.201,1
4727,20.192,0
4728,24.15,1
4729,17.343,0
4730,22.396,0
4731,15.946,0
4732,23.21,0
4733,33.749,1
4734,32.05,1
4735,22.728,0
4736,21.484,0
4737,20.627,0
4738,16.971,0
4739,24.038,1
4740,19.548,0
4741,22.903,0
4742,22.583,0
4743,25.85,1
4744,25.924,1
4745,13.02,0
4746,28.194,1
4747,14.791,0
4748,35.701,1
4749,11.402,0
4750,31.822,1
4751,10.237,0
4752,18.075,0
4753,12.392,0
4754,15.33,0
4755,24.599,1
4756,22.696,0
4757,18.858,0
4758,11.217,0
4759,12.143,0
4760,18.341,0
4761,12.252,0
4762,16.979,0
4763,33.909,1
4764,25.757,1
4765,27.868,1
4766,28.527,1
4767,18.757,0
4768,17.512,0
4769,18.976,0
4770,12.414,0
4771,33.0,1
